Solubility(%),Yield(uM),Yield(ug/ml),Calculated MW(kDa),Calculated pI,Sequence length,Sequence mass,Type of gene product numeric,Cell location numeric,Steric parameter,Polarizability,Volume,Hydrophobicity,Helix probability,Sheet probability
89.0,1.1,13.0,12.4,8.6,750,85227,1,0,2.2192533333333264,0.152013333333333,3.4712933333333265,0.3395866666666667,0.2820533333333325,0.299186666666667
27.0,0.9,23.0,26.3,7.2,230,26282,11,2,2.2909999999999977,0.1608695652173911,3.5748695652173903,0.5285217391304352,0.3037826086956524,0.3100434782608698
17.0,0.8,30.0,39.736,6.09,362,39783,0,0,2.1195027624309386,0.1450552486187842,3.2574309392265226,0.386243093922652,0.2919889502762426,0.2959668508287293
61.0,1.1,51.0,46.0,6.0,427,46096,0,0,2.143161592505854,0.1392505854800932,3.14529274004684,0.4099063231850118,0.2907259953161586,0.2952224824355973
24.0,1.0,26.0,26.7,8.0,254,26740,2,6,1.9523228346456656,0.1328740157480314,2.938543307086614,0.2690944881889762,0.2918897637795279,0.2820866141732285
86.0,1.1,26.0,24.7,6.4,227,24746,0,0,2.1522026431718038,0.1429955947136563,3.2200881057268718,0.3560792951541852,0.3136563876651986,0.2920704845814982
87.0,0.4,24.0,61.1,4.8,557,61158,6,0,2.1345421903052,0.1449192100538597,3.2389587073608603,0.2552423698384203,0.2990125673249539,0.2940933572710952
23.0,2.3,24.0,10.646,10.09,94,10651,5,0,2.1230851063829776,0.1511702127659575,3.449999999999999,0.1999999999999998,0.2974468085106383,0.2875531914893616
12.0,0.4,24.0,64.4,9.1,582,64461,12,2,2.2434020618556616,0.1507731958762885,3.334209621993131,0.4405498281786942,0.2966494845360818,0.3047594501718214
31.0,0.5,19.0,35.6,8.8,328,35588,0,2,2.1917378048780445,0.1413109756097558,3.2201219512195123,0.4586890243902436,0.289481707317073,0.3046646341463416
6.0,0.6,28.0,47.621,8.77,410,47656,1,0,2.219853658536584,0.1635609756097554,3.654463414634148,0.4107804878048778,0.3068292682926823,0.2966341463414637
115.0,1.5,40.0,27.6,5.8,248,27614,0,0,2.2506048387096738,0.1470161290322579,3.33891129032258,0.36758064516129,0.3006048387096776,0.303024193548387
23.0,1.4,49.0,34.453,7.56,297,34488,14,0,2.187811447811446,0.1627609427609423,3.63077441077441,0.4441077441077444,0.3036026936026935,0.2974074074074076
25.0,1.7,49.0,28.6,10.0,259,28666,11,2,2.221196911196908,0.1460617760617759,3.369613899613902,0.532625482625483,0.2905019305019306,0.3020077220077223
76.0,0.8,42.0,50.5,4.8,440,50579,13,0,2.198227272727271,0.1588863636363631,3.530500000000003,0.3351818181818183,0.3102727272727268,0.2939090909090909
86.0,3.5,91.0,25.9,5.5,234,26974,13,0,2.1338888888888867,0.1566239316239314,3.545042735042734,0.3130341880341882,0.3061538461538464,0.2876495726495729
64.0,0.1,7.0,67.7,8.9,615,67812,8,1,2.165674796747959,0.1414634146341462,3.2871382113821186,0.3967642276422765,0.2899024390243896,0.2984227642276424
11.0,2.6,53.0,20.4,10.9,182,20354,14,1,2.1262087912087893,0.1524175824175823,3.409175824175824,0.3252747252747253,0.2916483516483521,0.2883516483516483
18.0,2.0,78.0,39.3,5.3,362,39333,12,5,1.991519337016573,0.1418232044198892,3.1404143646408857,0.2904143646408842,0.2748618784530382,0.2874309392265192
70.0,1.1,57.0,52.5,5.5,466,52570,0,0,2.194635193133045,0.1522746781115876,3.424077253218887,0.3556223175965671,0.294163090128755,0.3007725321888411
32.0,1.1,52.0,45.9,6.7,400,45897,0,0,2.211974999999997,0.1590999999999995,3.548975000000001,0.3963,0.3011999999999994,0.2992500000000003
102.0,0.3,25.0,98.8,5.2,870,98919,0,0,2.2040344827586096,0.1542183908045978,3.4691264367816057,0.370080459770115,0.3012988505747117,0.2969885057471264
24.0,2.2,61.0,27.71,8.22,255,27738,12,0,2.1017647058823488,0.1438039215686274,3.2250588235294098,0.3943529411764708,0.3087450980392159,0.2867843137254903
7.0,1.4,42.0,28.9,10.3,263,28925,12,2,2.3406083650190097,0.1534220532319389,3.393269961977187,0.7311026615969579,0.2967300380228137,0.3155893536121676
76.0,0.8,27.0,34.5,9.7,319,34558,12,1,2.137429467084634,0.1394043887147333,3.206802507836994,0.404545454545455,0.2985579937304073,0.2963009404388716
86.0,1.2,22.0,18.7,5.5,179,18680,15,1,2.2433519553072605,0.1280446927374301,2.8815642458100563,0.3748603351955303,0.2749162011173189,0.309776536312849
29.0,1.3,34.0,25.4,10.2,233,25389,2,1,2.242060085836907,0.1407296137339055,3.24952789699571,0.4312446351931333,0.2778111587982838,0.3095278969957085
7.0,0.1,5.0,95.1,5.8,866,95242,2,5,2.0756697459584177,0.1437644341801384,3.2314087759815155,0.3486489607390302,0.2805658198614312,0.2937413394919173
32.0,0.8,32.0,37.8,6.0,356,37851,15,1,2.139747191011232,0.1320505617977526,3.03415730337079,0.436544943820225,0.2688483146067413,0.3048876404494385
41.0,1.8,34.0,18.9,6.3,180,18914,15,1,2.126777777777776,0.1328333333333333,2.9657222222222224,0.4458888888888891,0.282666666666667,0.2988333333333333
47.0,1.8,33.0,18.5,6.4,171,18512,15,1,2.178128654970759,0.1411695906432748,3.154678362573099,0.4564912280701753,0.2774269005847957,0.3036257309941521
19.0,1.6,41.0,25.8,10.3,236,25853,2,1,2.225423728813557,0.1419915254237287,3.284322033898309,0.4722457627118645,0.2861864406779666,0.3057203389830513
13.0,1.0,35.0,36.739,8.17,336,36775,0,0,2.186845238095237,0.1428571428571425,3.259821428571429,0.3947916666666667,0.2861904761904759,0.297589285714286
38.0,0.8,17.0,20.6,6.2,180,20589,1,0,2.1668888888888875,0.1568888888888888,3.5113333333333325,0.4395000000000001,0.3032222222222229,0.2996111111111113
35.0,0.8,32.0,40.6,7.8,369,40644,9,0,2.1821951219512163,0.1439295392953926,3.273495934959352,0.3946341463414635,0.2871815718157178,0.3010840108401088
22.0,0.1,5.0,78.79,9.21,702,78854,8,0,2.1184757834757724,0.1527777777777776,3.4082193732193726,0.3462393162393156,0.2978347578347572,0.2906410256410259
82.0,2.5,49.0,20.0,6.8,187,20634,1,0,2.16422459893048,0.1464705882352941,3.284545454545454,0.4298930481283422,0.2880748663101608,0.3045454545454547
66.0,2.6,49.0,18.9,7.8,172,18969,0,0,2.087616279069765,0.1486627906976744,3.3137790697674414,0.4436627906976746,0.2851162790697678,0.2937209302325582
14.0,4.9,63.0,12.957,7.61,118,12969,1,0,2.134915254237288,0.1459322033898306,3.242457627118644,0.4191525423728814,0.2955932203389833,0.3003389830508473
92.0,2.8,49.0,17.7,10.2,150,17693,1,0,2.1693999999999987,0.1701999999999999,3.739133333333331,0.2305333333333333,0.318466666666667,0.2901333333333335
11.0,1.7,64.0,37.2,7.0,346,37201,4,5,2.075867052023118,0.1354624277456645,3.10127167630058,0.3288439306358383,0.2785838150289016,0.2938150289017343
61.0,0.5,10.0,18.8,8.0,169,18801,13,0,2.148875739644969,0.1481065088757396,3.317396449704143,0.4172781065088755,0.2978106508875744,0.2992307692307693
33.0,0.5,12.0,24.1,9.5,209,24147,1,0,2.2032535885167426,0.1632057416267942,3.62291866028708,0.3898564593301438,0.3069856459330147,0.3011004784688998
112.0,2.1,35.0,16.9,7.0,152,16919,0,0,2.312105263157893,0.14875,3.36236842105263,0.4907894736842104,0.2938157894736843,0.3061842105263159
60.0,2.4,59.0,24.6,6.4,220,24594,1,1,2.269499999999997,0.147090909090909,3.38518181818182,0.3996818181818183,0.2960909090909095,0.3037272727272729
138.0,1.4,21.0,14.7,8.4,137,14701,14,0,2.1824817518248163,0.1383941605839417,3.139270072992699,0.4142335766423358,0.2950364963503653,0.3016058394160583
103.0,2.8,29.0,10.3,9.2,92,10300,8,0,2.1017391304347823,0.151195652173913,3.3721739130434782,0.3238043478260867,0.2870652173913043,0.2990217391304348
81.0,1.6,19.0,12.4,8.4,109,12410,8,0,2.1998165137614665,0.1537614678899083,3.524311926605504,0.3808256880733942,0.2977981651376147,0.3021100917431191
38.0,0.3,13.0,40.6,7.3,372,40681,0,2,2.139193548387093,0.1412365591397846,3.2080645161290327,0.4012634408602152,0.2819892473118275,0.3009408602150539
9.0,0.2,13.0,66.2,6.0,597,66253,0,1,2.176432160804016,0.1463484087102175,3.313752093802348,0.4255946398659965,0.2844388609715231,0.2996482412060305
74.0,0.4,9.0,21.5,5.5,195,21546,3,0,2.0562564102564083,0.1457435897435897,3.2767692307692315,0.4307692307692309,0.3047692307692314,0.2887692307692307
100.0,4.1,61.0,14.9,5.5,132,14890,3,0,2.185378787878788,0.1478030303030302,3.4136363636363622,0.4286363636363636,0.2894696969696972,0.2974242424242423
95.0,0.4,11.0,31.4,4.9,285,31431,3,0,2.1565614035087664,0.1396842105263156,3.260736842105264,0.4506315789473685,0.2956140350877194,0.2937894736842107
66.0,0.2,8.0,47.0,7.0,432,47057,0,1,2.15069444444444,0.1386111111111107,3.2105092592592626,0.4309027777777778,0.2902314814814807,0.2968055555555558
41.0,0.1,8.0,81.2,6.7,726,81242,0,2,2.179669421487593,0.1495179063360881,3.376487603305783,0.3385399449035814,0.3002617079889801,0.2961707988980719
14.0,2.9,47.0,16.378,10.01,148,16386,0,0,2.1182432432432416,0.1485135135135134,3.3205405405405397,0.3232432432432431,0.3049324324324328,0.2927027027027028
60.0,0.8,33.0,41.7,6.9,379,41741,10,6,2.237862796833772,0.1445118733509231,3.2774142480211093,0.3985488126649082,0.2877836411609493,0.3038522427440634
42.0,1.0,26.0,27.3,6.3,248,27296,1,1,2.251048387096773,0.1415725806451612,3.284798387096776,0.4380241935483873,0.2894354838709682,0.3070161290322584
37.0,1.9,46.0,24.2,7.8,214,24268,11,6,2.2044859813084083,0.1550934579439251,3.45051401869159,0.4217757009345797,0.2942523364485986,0.3007943925233647
114.0,3.0,29.0,9.5,8.2,101,9508,1,3,2.10019801980198,0.1004950495049505,2.2818811881188097,0.343960396039604,0.2692079207920795,0.2982178217821779
10.0,1.3,21.0,16.39,8.39,141,16403,1,0,2.287517730496451,0.1619858156028368,3.6711347517730486,0.5203546099290782,0.286808510638298,0.3075886524822696
103.0,2.0,15.0,7.7,11.1,74,7969,3,0,2.072432432432432,0.1382432432432433,3.0995945945945937,0.3649999999999999,0.2777027027027028,0.2983783783783783
100.0,0.7,6.0,8.7,7.9,76,8727,3,3,2.320131578947368,0.1610526315789474,3.566184210526316,0.6193421052631578,0.2901315789473687,0.3161842105263157
13.0,0.8,34.0,40.1,10.0,357,40097,9,2,2.3164145658263267,0.157254901960784,3.49672268907563,0.6601400560224086,0.2914845938375346,0.3180952380952382
13.0,0.1,14.0,100.9,5.6,914,101024,5,2,2.132768052516398,0.146695842450766,3.2898577680525096,0.381597374179431,0.3105798687089707,0.2906783369803064
13.0,1.0,38.0,37.8,9.6,342,37865,5,1,2.141842105263155,0.1475146198830406,3.3353508771929854,0.4305847953216377,0.2985380116959061,0.2980409356725148
78.0,1.4,36.0,26.2,7.0,230,26233,5,0,2.284956521739127,0.1568695652173911,3.5102608695652155,0.3793478260869565,0.3016086956521742,0.3020000000000001
43.0,0.3,13.0,43.6,7.9,390,43607,7,9,2.1324358974358946,0.1496666666666662,3.3447179487179493,0.2978974358974363,0.2935384615384608,0.2953589743589744
9.0,0.1,8.0,94.4,6.7,848,94456,0,1,2.147582547169804,0.1478655660377359,3.3388679245282966,0.3771816037735854,0.2874410377358488,0.2970518867924532
133.0,1.6,36.0,22.5,5.4,199,22601,3,0,2.157939698492459,0.156180904522613,3.467788944723619,0.4561306532663318,0.3171356783919604,0.2940201005025126
36.0,1.1,13.0,11.5,6.3,101,11512,3,0,2.396237623762376,0.1584158415841584,3.51118811881188,0.472079207920792,0.3104950495049506,0.3101980198019801
61.0,0.4,13.0,34.4,7.1,306,34455,3,0,2.1683006535947684,0.1483660130718951,3.415882352941179,0.2984313725490198,0.2917973856209148,0.2943137254901965
48.0,0.3,13.0,48.3,4.5,418,48355,1,0,2.2243062200956945,0.1599999999999996,3.5547368421052656,0.3931818181818186,0.2884210526315783,0.3033971291866028
62.0,0.3,11.0,45.6,6.2,413,45683,0,1,2.134769975786922,0.1435351089588373,3.285496368038745,0.3681355932203392,0.2903874092009679,0.2992493946731236
77.0,2.8,59.0,20.8,6.9,101,10847,17,0,2.112079207920792,0.1362376237623762,3.114059405940593,0.3726732673267328,0.2913861386138615,0.2943564356435642
91.0,11.1,65.0,5.9,10.7,57,5883,1,0,1.4292982456140353,0.1201754385964911,2.7040350877192982,-0.2066666666666665,0.2680701754385965,0.2349122807017544
16.0,1.5,26.0,17.732,7.14,164,17749,9,0,2.195365853658535,0.1390243902439024,3.135548780487805,0.4920121951219511,0.2806097560975614,0.3073780487804878
10.0,2.6,56.0,21.547,7.26,196,21570,8,0,2.109234693877548,0.1429591836734693,3.260102040816327,0.403673469387755,0.2906632653061229,0.2934183673469389
17.0,1.0,29.0,28.869,6.42,447,49626,8,0,2.114742729306485,0.1459955257270687,3.3128859060402718,0.2992393736017899,0.3034451901565989,0.2891946308724835
38.0,1.3,18.0,13.7,6.9,128,13763,14,1,2.3021874999999983,0.13703125,3.153984374999999,0.4938281249999997,0.2849218750000002,0.3121875
47.0,1.5,37.0,25.2,6.4,230,25209,8,0,2.1986086956521715,0.1429999999999999,3.257043478260869,0.4709565217391308,0.2863043478260874,0.3030000000000003
26.0,0.5,19.0,42.166,5.72,382,42219,8,0,2.1383246073298388,0.1459162303664917,3.280340314136127,0.4039267015706809,0.292225130890052,0.2973036649214661
80.0,0.8,19.0,23.7,9.6,212,23688,17,0,2.225518867924526,0.153254716981132,3.427924528301886,0.4541037735849059,0.3094339622641514,0.3008490566037738
43.0,1.4,57.0,41.1,5.3,375,41138,1,1,2.111519999999996,0.1432799999999996,3.234959999999999,0.2970133333333339,0.3025333333333328,0.2906933333333335
34.0,0.8,38.0,46.7,7.1,423,46754,1,1,2.103947990543732,0.144089834515366,3.2963593380614675,0.3567375886524823,0.2907092198581553,0.2906619385342791
21.0,0.2,6.0,39.235,8.57,354,39265,14,0,2.1391807909604488,0.1483615819209036,3.3104519774011294,0.3253107344632769,0.2961299435028245,0.2975141242937852
10.0,2.5,40.0,16.1,10.1,137,16082,11,2,2.3769343065693422,0.1727007299270073,3.765401459854015,0.576204379562044,0.3137956204379566,0.317080291970803
18.0,0.1,4.0,50.7,9.0,441,50766,8,2,2.382063492063492,0.1654195011337865,3.641360544217691,0.6175736961451248,0.2978231292516999,0.3180498866213152
72.0,1.0,16.0,16.7,5.5,235,27365,1,0,2.3423829787234034,0.1622978723404253,3.656382978723403,0.39468085106383,0.2929787234042555,0.3114468085106385
15.0,0.5,37.0,77.3,6.2,672,77413,8,6,2.2327827380952305,0.1584523809523808,3.5750595238095184,0.4034523809523808,0.2999851190476182,0.3016071428571426
7.0,0.2,16.0,92.1,6.4,807,92207,11,5,2.16013630731102,0.1555142503097894,3.500594795539025,0.3374349442379188,0.2990086741016104,0.294473358116481
6.0,2.3,38.0,16.3,10.3,415,45211,12,2,2.3372771084337365,0.1518313253012044,3.3242891566265103,0.7516626506024098,0.2806265060240955,0.3212048192771086
21.0,3.0,33.0,11.267,7.95,107,12008,19,0,2.2314953271028024,0.15,3.382616822429904,0.4059813084112149,0.2959813084112151,0.3028037383177568
31.0,0.9,32.0,35.3,7.1,312,35343,0,0,2.213493589743585,0.1526282051282047,3.476762820512824,0.4315705128205133,0.2959935897435895,0.3008974358974361
100.0,1.0,27.0,26.9,6.1,245,26891,8,0,2.203959183673467,0.1433061224489794,3.23542857142857,0.3947755102040817,0.2919591836734698,0.2983673469387755
90.0,0.4,9.0,20.7,4.3,184,20724,1,0,2.1371195652173887,0.1477717391304347,3.3877173913043466,0.4567391304347829,0.3071739130434788,0.2938043478260871
44.0,1.5,45.0,30.5,8.2,277,30557,18,6,2.2181588447653424,0.1451985559566785,3.298628158844766,0.4343682310469314,0.2903249097472924,0.304187725631769
30.0,2.9,44.0,15.0,8.2,138,15056,10,1,2.1004347826086947,0.1392753623188404,3.157971014492752,0.3505072463768113,0.2724637681159423,0.2918840579710145
15.0,4.3,63.0,14.9,6.4,129,14879,10,1,2.30751937984496,0.1628682170542635,3.5882945736434086,0.4514728682170542,0.2998449612403103,0.3055813953488371
20.0,2.4,59.0,24.922,9.84,216,24935,5,0,2.263472222222219,0.163148148148148,3.586805555555557,0.360277777777778,0.2953703703703708,0.2995370370370371
67.0,1.8,27.0,15.0,6.6,151,15049,6,10,1.7464238410596018,0.1145033112582782,2.5522516556291377,0.2340397350993377,0.2609271523178811,0.2701986754966884
69.0,1.5,18.0,12.0,8.2,110,11967,2,1,2.2189999999999994,0.1374545454545454,3.178090909090909,0.4263636363636363,0.2827272727272727,0.3073636363636363
37.0,2.4,27.0,11.2,9.6,103,11194,1,1,2.157475728155338,0.1403883495145632,3.197378640776697,0.4767961165048541,0.2767961165048545,0.3091262135922328
82.0,1.3,24.0,18.9,6.4,177,18880,1,0,2.1406779661016926,0.1351412429378531,3.058870056497176,0.3968926553672318,0.2923728813559327,0.2991525423728812
22.0,0.2,11.0,53.623,9.64,473,53666,8,0,2.222410147991543,0.1561733615221983,3.5061733615221997,0.4172515856236786,0.2963847780126842,0.2995771670190277
24.0,0.4,24.0,57.9,8.1,511,57912,0,1,2.1901369863013653,0.150900195694716,3.4569471624266144,0.3250097847358119,0.2835812133072397,0.2999021526418792
32.0,1.7,36.0,21.4,6.3,205,21391,0,0,2.1090243902438988,0.1295121951219512,2.956195121951221,0.475268292682927,0.2979024390243908,0.2991707317073169
4.0,0.1,12.0,96.9,8.9,847,96937,0,2,2.24848878394332,0.1596340023612752,3.573128689492322,0.503341204250296,0.2983116883116871,0.3051003541912635
91.0,3.1,43.0,14.2,3.8,124,14259,1,0,1.973225806451613,0.1489516129032257,3.3922580645161253,0.2364516129032256,0.3192741935483875,0.2733064516129033
12.0,1.5,52.0,35.4,10.3,306,35407,0,3,2.2554575163398662,0.1621895424836598,3.661111111111112,0.4807843137254904,0.2940196078431369,0.3059150326797387
69.0,1.9,40.0,20.9,6.7,191,20912,1,1,2.1006282722513068,0.1437172774869109,3.220314136125653,0.2793193717277484,0.2845026178010476,0.2907853403141365
11.0,0.7,14.0,20.7,9.7,188,20736,9,2,2.2657978723404235,0.1519148936170213,3.3749468085106384,0.6660638297872344,0.2881914893617026,0.3114361702127662
71.0,1.4,74.0,53.6,5.5,474,53663,0,0,2.232151898734174,0.1514345991561178,3.4365822784810143,0.3334388185654011,0.29132911392405,0.3006962025316458
15.0,0.7,17.0,25.186,7.84,224,25209,1,0,2.183526785714284,0.1504017857142856,3.418928571428572,0.4182589285714287,0.2878571428571434,0.2998214285714287
34.0,1.8,67.0,37.1,6.7,326,37122,0,0,2.32085889570552,0.1523926380368094,3.4997852760736192,0.34420245398773,0.29760736196319,0.3032208588957054
19.0,0.5,16.0,33.761,7.26,317,33797,17,0,2.094763406940061,0.1389589905362773,3.07018927444795,0.4128706624605682,0.2952996845425865,0.2936593059936911
64.0,0.8,22.0,26.7,10.0,237,26665,1,0,2.095274261603372,0.1562025316455695,3.42856540084388,0.3436286919831225,0.3089451476793252,0.2868354430379748
39.0,1.1,32.0,29.6,6.0,274,29680,8,1,2.128467153284669,0.1368248175182481,3.171678832116789,0.4214963503649637,0.284306569343066,0.2943795620437957
63.0,2.2,68.0,31.2,6.6,298,31220,10,0,2.1103691275167757,0.1318791946308723,2.953422818791946,0.3696979865771818,0.2908053691275168,0.2980536912751675
50.0,1.3,29.0,22.1,6.2,206,22176,14,3,1.9874271844660163,0.1402427184466019,3.1066504854368917,0.283009708737864,0.3133495145631074,0.2831067961165051
9.0,0.0,4.0,85.0,10.0,770,85067,0,1,2.135480519480511,0.1437272727272726,3.331025974025972,0.429571428571429,0.2907922077922066,0.2942597402597404
8.0,0.8,68.0,80.397,6.44,714,80479,0,0,2.178991596638649,0.1531232492997197,3.412296918767506,0.3733053221288521,0.2953641456582627,0.2973669467787116
6.0,0.3,25.0,74.827,7.67,671,74893,8,0,2.109031296572267,0.1498509687034276,3.37475409836066,0.4184351713859907,0.3053502235469439,0.2895827123695978
9.0,0.2,15.0,65.9,6.5,590,66017,10,2,2.2245762711864323,0.1535762711864405,3.398983050847461,0.4774406779661015,0.3028135593220333,0.3014067796610171
60.0,0.6,32.0,53.1,4.9,472,53177,0,0,2.130550847457626,0.1485593220338979,3.385296610169497,0.359639830508475,0.2980932203389824,0.2919491525423731
8.0,1.2,65.0,53.925,5.83,470,53987,0,0,2.1531276595744675,0.158510638297872,3.527361702127664,0.3678085106382981,0.2984255319148929,0.2917872340425532
5.0,0.9,45.0,52.563,8.43,465,52609,14,0,2.1561505376344074,0.1539999999999997,3.4732903225806493,0.4221935483870967,0.2977634408602143,0.2931397849462366
4.0,0.8,38.0,49.2,8.6,440,49276,5,0,2.227999999999998,0.1503181818181814,3.414568181818184,0.4092272727272728,0.2937727272727264,0.3002727272727275
9.0,0.7,33.0,46.488,8.97,436,46531,0,0,2.0918348623853182,0.1370183486238527,3.0874541284403705,0.3877752293577982,0.3008715596330268,0.2914678899082572
10.0,0.4,19.0,42.176,6.51,375,42220,8,0,2.2221599999999966,0.1509866666666663,3.413413333333336,0.4315200000000004,0.296213333333333,0.3023466666666667
21.0,0.7,31.0,44.474,6.73,397,44521,17,0,2.2144584382871524,0.1508564231738032,3.383929471032749,0.4427707808564237,0.2885894206549113,0.3052141057934512
18.0,0.2,10.0,45.201,10.04,398,45262,20,0,2.2058040201005,0.1564321608040196,3.4891206030150785,0.3261809045226133,0.2938944723618084,0.3005778894472361
17.0,0.6,23.0,38.2,10.0,340,38247,8,3,2.2221176470588206,0.1538235294117642,3.4630588235294133,0.3854411764705886,0.299617647058823,0.2995882352941179
13.0,0.3,12.0,35.262,7.93,316,35295,5,0,2.143670886075945,0.1523417721518983,3.409936708860761,0.4686392405063295,0.3059493670886075,0.2948734177215192
91.0,1.0,29.0,29.4,6.3,271,29425,8,0,2.119852398523983,0.1379335793357932,3.17638376383764,0.4007011070110703,0.2880442804428046,0.295018450184502
15.0,1.0,31.0,30.832,9.03,269,30850,17,0,2.3200371747211888,0.1586617100371745,3.5462081784386625,0.4059107806691452,0.2826394052044609,0.3092936802973977
37.0,1.9,52.0,27.6,6.8,249,27603,17,0,2.242931726907629,0.1487951807228914,3.307429718875501,0.377429718875502,0.2928112449799199,0.3056224899598395
44.0,0.6,15.0,26.6,10.3,239,26589,2,1,2.2789121338912137,0.1472384937238492,3.3812970711297097,0.4246025104602514,0.2838075313807534,0.3067782426778246
18.0,0.7,22.0,33.3,7.6,319,33332,12,2,2.2197178683385554,0.1312539184952976,3.011692789968654,0.5616614420062693,0.2792476489028213,0.3082445141065835
25.0,1.2,31.0,25.6,8.0,222,25589,11,2,2.377072072072069,0.1620270270270269,3.5999549549549563,0.4935585585585584,0.2920720720720725,0.3178828828828828
10.0,0.7,26.0,38.32,6.92,350,38361,0,0,2.063771428571426,0.1425142857142853,3.248542857142861,0.4374285714285713,0.2902285714285712,0.2914857142857147
24.0,0.5,10.0,21.107,7.42,194,21121,20,0,2.13242268041237,0.1426288659793814,3.184690721649485,0.3960824742268043,0.2791237113402067,0.29659793814433
18.0,0.2,14.0,63.1,9.5,546,63203,0,2,2.284120879120876,0.162106227106227,3.668754578754584,0.4682783882783882,0.2997435897435887,0.3051465201465201
41.0,1.0,20.0,20.5,8.8,182,20533,14,0,2.249230769230765,0.1525824175824175,3.477637362637363,0.4949450549450552,0.3020329670329675,0.3047252747252748
11.0,0.6,33.0,53.9,8.7,487,53908,8,1,2.034537987679669,0.145995893223819,3.278788501026699,0.3195071868583166,0.3061396303901431,0.2823203285420947
21.0,1.6,19.0,12.096,8.73,106,12100,1,0,2.213113207547169,0.1549056603773585,3.48547169811321,0.4477358490566038,0.2664150943396228,0.3160377358490565
31.0,1.8,34.0,18.9,5.6,162,18885,1,1,2.222160493827159,0.1600617283950616,3.5948148148148142,0.3161728395061728,0.2926543209876547,0.3020370370370371
77.0,0.7,13.0,18.0,10.1,165,17972,20,1,2.139151515151512,0.145090909090909,3.2298181818181817,0.3881818181818181,0.2815757575757578,0.2999393939393939
52.0,1.5,27.0,18.3,8.5,164,18282,1,6,2.1371341463414635,0.1479268292682926,3.321097560975609,0.3822560975609754,0.2805487804878052,0.2997560975609756
27.0,1.0,17.0,17.327,7.98,161,17342,1,0,2.176086956521737,0.1421739130434782,3.143975155279505,0.5169565217391304,0.2855900621118017,0.3104347826086958
29.0,1.2,21.0,17.2,9.8,153,17226,20,1,2.1742483660130696,0.1549673202614378,3.391045751633986,0.2284967320261434,0.3170588235294121,0.2930065359477125
46.0,2.7,39.0,14.7,9.5,131,14703,17,0,2.1906106870228994,0.1513740458015268,3.410534351145037,0.3263358778625954,0.2925190839694659,0.3029770992366413
55.0,2.3,26.0,11.5,9.5,105,11465,1,6,2.1174285714285705,0.1481904761904762,3.218095238095237,0.3402857142857142,0.2927619047619049,0.2975238095238093
53.0,1.2,17.0,14.2,10.8,125,14203,11,2,2.2524,0.1660799999999999,3.606559999999999,0.7584800000000004,0.3059200000000002,0.3136800000000001
100.0,3.2,42.0,13.4,7.9,119,13399,8,0,2.177899159663865,0.1484873949579833,3.421428571428571,0.3005882352941174,0.3084873949579835,0.2936134453781513
73.0,0.3,3.0,12.1,7.7,112,12136,11,2,2.2325892857142846,0.1441964285714286,3.209642857142857,0.5371428571428568,0.2898214285714288,0.3107142857142856
1.0,0.3,25.0,81.1,4.8,729,81233,12,5,2.1165157750342884,0.1457338820301781,3.2943209876543134,0.3218518518518518,0.2774074074074071,0.2954732510288071
67.0,0.0,6.0,129.8,6.0,1148,129983,3,0,2.1959146341463405,0.1532839721254358,3.463466898954701,0.3639198606271785,0.3061411149825779,0.2938588850174209
17.0,0.0,4.0,99.566,5.24,955,99685,2,0,2.0065235602094127,0.1273926701570679,2.8761675392670023,0.3214659685863865,0.2656125654450254,0.287811518324608
30.0,0.0,5.0,140.348,6.24,1247,140489,0,0,2.1305453087409765,0.1507457898957501,3.401251002405762,0.3466238973536493,0.2868724939855637,0.2947554129911783
46.0,0.2,18.0,96.0,6.7,891,96127,0,0,2.150179573512899,0.1392704826038158,3.157800224466886,0.365353535353535,0.2959371492704815,0.2974635241301909
41.0,0.1,13.0,97.5,5.9,891,97677,0,0,2.155140291806949,0.1418294051627384,3.2434118967452235,0.3640291806958479,0.2871717171717162,0.2973849607182948
51.0,0.2,17.0,96.2,4.5,866,96368,20,0,2.1403348729792047,0.1416397228637413,3.285404157043873,0.2887990762124715,0.2891685912240175,0.2938683602771366
68.0,0.1,8.0,113.7,7.8,1120,113780,20,0,1.913714285714272,0.1192589285714283,2.705160714285702,0.2088303571428574,0.2881874999999986,0.2826339285714286
17.0,0.0,5.0,128.677,5.67,1174,128824,9,0,2.1405195911413943,0.1420613287904604,3.2445996592844875,0.3848211243611594,0.2947189097103908,0.2964395229982959
13.0,0.1,5.0,96.7,6.1,879,96835,1,3,2.1263936291239944,0.1446757679180886,3.295676905574509,0.4479408418657566,0.2881797497155849,0.2940841865756546
97.0,0.1,5.0,84.3,5.9,757,84379,0,1,2.223025099075292,0.1460105680317039,3.347807133421393,0.3549009247027744,0.2835006605019811,0.3015852047556148
8.0,0.4,30.0,72.927,6.36,681,73003,0,0,2.108061674008804,0.1372099853157121,3.112378854625553,0.4072099853157126,0.2967547723935384,0.2947870778267261
28.0,0.2,26.0,114.589,4.45,852,87130,19,0,2.0242840375586764,0.117089201877934,2.707758215962433,0.2233450704225356,0.2577347417840367,0.2868075117370904
28.0,0.1,10.0,86.6,5.6,768,86716,1,1,2.1967968749999884,0.1524739583333332,3.439661458333331,0.3904036458333333,0.3000911458333322,0.2970442708333332
